"id","member_id","loan_amnt","int_rate","annual_inc","term","grade","home_ownership","verification_status","loan_status","purpose"
1066281,1300646,14000.0,12.69,62800.0,36 months,B,RENT,Not Verified,Fully Paid,debt_consolidation
1056150,1287925,13200.0,17.27,26400.0,60 months,D,RENT,Source Verified,Fully Paid,small_business
1066434,1300402,4000.0,19.03,80000.0,36 months,E,MORTGAGE,Not Verified,Fully Paid,vacation
1048526,1279867,4000.0,12.69,25000.0,36 months,B,RENT,Not Verified,Charged Off,debt_consolidation
1028566,1257917,10500.0,6.03,65000.0,36 months,A,MORTGAGE,Source Verified,Fully Paid,debt_consolidation
1066424,1291243,5500.0,7.9,59000.0,36 months,A,OWN,Source Verified,Fully Paid,car
1066212,1300569,7350.0,11.71,33000.0,36 months,B,RENT,Verified,Fully Paid,debt_consolidation
1066232,1300594,10000.0,12.42,39000.0,36 months,B,RENT,Source Verified,Charged Off,credit_card
1056219,1287799,12000.0,7.51,42000.0,36 months,A,RENT,Not Verified,Fully Paid,debt_consolidation
1066199,1300556,5000.0,11.71,38004.0,60 months,B,MORTGAGE,Not Verified,Fully Paid,home_improvement
1060851,1292817,8000.0,11.71,31000.0,60 months,B,OWN,Source Verified,Fully Paid,other
972383,1194336,4500.0,8.9,50700.0,36 months,A,MORTGAGE,Verified,Fully Paid,other
1066191,1300547,18000.0,12.42,75000.0,36 months,B,OWN,Verified,Fully Paid,credit_card
1066173,1300526,12300.0,13.49,30000.0,60 months,C,MORTGAGE,Source Verified,Current,debt_consolidation
1066379,1300340,12000.0,13.49,40000.0,36 months,C,RENT,Not Verified,Fully Paid,debt_consolidation
1066364,1300323,10000.0,13.49,50000.0,36 months,C,MORTGAGE,Not Verified,Fully Paid,credit_card
1066140,1300296,6000.0,7.9,80000.0,36 months,A,MORTGAGE,Not Verified,Fully Paid,other
1066171,1300523,12000.0,12.69,40000.0,36 months,B,RENT,Not Verified,Fully Paid,debt_consolidation
1066162,1300514,12000.0,8.9,80000.0,36 months,A,RENT,Not Verified,Charged Off,other
1040154,1270530,7000.0,11.71,75000.0,36 months,B,RENT,Source Verified,Fully Paid,debt_consolidation
1066155,1277661,35000.0,18.64,85000.0,60 months,E,MORTGAGE,Verified,Fully Paid,debt_consolidation
1065382,1299269,1400.0,7.9,28800.0,36 months,A,RENT,Not Verified,Fully Paid,other
1063447,1296011,16000.0,13.49,35000.0,60 months,C,RENT,Verified,Charged Off,small_business
1065932,1300077,3200.0,9.91,61200.0,36 months,B,RENT,Not Verified,Fully Paid,debt_consolidation
1065936,1300082,8000.0,7.9,40000.0,36 months,A,RENT,Not Verified,Fully Paid,medical
1066112,1300264,11875.0,12.69,25920.0,60 months,B,RENT,Source Verified,Charged Off,debt_consolidation
1066084,1300233,5000.0,6.03,54000.0,36 months,A,MORTGAGE,Not Verified,Fully Paid,home_improvement
1066081,1300229,1800.0,6.62,18000.0,36 months,A,RENT,Not Verified,Fully Paid,small_business
1065896,1300036,35000.0,8.9,85000.0,36 months,A,RENT,Verified,Fully Paid,debt_consolidation
1066065,1300209,18000.0,8.9,78000.0,36 months,A,RENT,Verified,Fully Paid,credit_card
1066071,1300216,14000.0,7.9,45600.0,36 months,A,OWN,Not Verified,Charged Off,debt_consolidation
1062094,1294147,5000.0,12.42,70000.0,36 months,B,RENT,Not Verified,Fully Paid,debt_consolidation
1061154,1292952,8000.0,15.96,70000.0,36 months,C,RENT,Source Verified,Fully Paid,credit_card
1066061,1300203,10000.0,6.03,80000.0,36 months,A,MORTGAGE,Not Verified,Fully Paid,debt_consolidation
1065863,1300001,10000.0,7.51,50000.0,36 months,A,RENT,Verified,Fully Paid,debt_consolidation
1065862,1300000,12000.0,12.42,35000.0,36 months,B,MORTGAGE,Verified,Fully Paid,debt_consolidation
1065854,1299989,23200.0,7.9,65000.0,36 months,A,MORTGAGE,Verified,Fully Paid,debt_consolidation
1065145,1299228,18000.0,15.27,84000.0,60 months,C,MORTGAGE,Verified,Current,credit_card
1062260,1294318,4800.0,15.27,75000.0,36 months,C,MORTGAGE,Not Verified,Fully Paid,debt_consolidation
1065842,1299977,7300.0,11.71,35000.0,36 months,B,RENT,Not Verified,Fully Paid,debt_consolidation
1066018,1300151,10400.0,9.91,40000.0,36 months,B,RENT,Source Verified,Fully Paid,debt_consolidation
1049352,1280767,6600.0,9.91,100000.0,36 months,B,MORTGAGE,Not Verified,Fully Paid,house
1066016,1300149,12000.0,8.9,40000.0,36 months,A,OWN,Not Verified,Fully Paid,debt_consolidation
1065997,1300128,13250.0,17.27,52000.0,36 months,D,RENT,Verified,Fully Paid,debt_consolidation
1061891,1293926,12000.0,11.71,92500.0,36 months,B,RENT,Source Verified,Fully Paid,debt_consolidation
1065752,1299871,25000.0,9.91,61000.0,36 months,B,RENT,Source Verified,Fully Paid,debt_consolidation
1063126,1295634,6000.0,10.65,36000.0,36 months,B,RENT,Not Verified,Fully Paid,other
1065738,1299858,12000.0,7.51,68000.0,36 months,A,MORTGAGE,Not Verified,Fully Paid,credit_card
1061467,1293268,14400.0,11.71,80000.0,36 months,B,RENT,Not Verified,Fully Paid,credit_card
1065721,1299839,10000.0,12.42,43000.0,36 months,B,RENT,Not Verified,Fully Paid,credit_card
1065717,1299834,8000.0,11.71,150000.0,36 months,B,RENT,Not Verified,Fully Paid,credit_card
1065026,1298879,8000.0,16.29,50000.0,36 months,D,RENT,Not Verified,Charged Off,credit_card
1057001,1288555,30000.0,12.42,70000.0,60 months,B,RENT,Source Verified,Charged Off,small_business
1065513,1299629,18000.0,16.77,40000.0,60 months,D,OWN,Not Verified,Charged Off,home_improvement
1065698,1299812,13250.0,11.71,35000.0,36 months,B,OWN,Not Verified,Fully Paid,credit_card
1065681,1299792,14000.0,14.27,80000.0,36 months,C,RENT,Not Verified,Fully Paid,debt_consolidation
1061788,1293410,20000.0,20.3,59000.0,60 months,E,OWN,Verified,Charged Off,debt_consolidation
1065484,1299597,10000.0,16.29,40000.0,36 months,D,RENT,Verified,Fully Paid,credit_card
1061681,1293700,35000.0,20.3,85000.0,60 months,E,RENT,Verified,Fully Paid,debt_consolidation
1065661,1299772,4000.0,6.03,55000.0,36 months,A,RENT,Not Verified,Fully Paid,debt_consolidation
1065663,1299774,13000.0,9.91,110000.0,36 months,B,RENT,Not Verified,Fully Paid,debt_consolidation
1065480,1299593,28000.0,12.69,100000.0,36 months,B,RENT,Source Verified,Fully Paid,credit_card
1065658,1299768,10000.0,13.49,62000.0,36 months,C,RENT,Not Verified,Fully Paid,debt_consolidation
1065447,1299549,20000.0,7.9,45000.0,36 months,A,RENT,Verified,Fully Paid,debt_consolidation
1065470,1299579,18000.0,9.91,110000.0,36 months,B,RENT,Verified,Fully Paid,debt_consolidation
1065467,1299576,9000.0,19.91,60000.0,60 months,E,RENT,Verified,Charged Off,credit_card
1065649,1299755,25000.0,18.64,61500.0,60 months,E,RENT,Verified,Charged Off,debt_consolidation
1065430,1299526,10000.0,11.71,33000.0,36 months,B,RENT,Not Verified,Fully Paid,other
1059462,1291082,4200.0,6.03,61000.0,36 months,A,RENT,Not Verified,Fully Paid,credit_card
1064102,1296692,20000.0,15.27,78216.0,60 months,C,OWN,Verified,Charged Off,debt_consolidation
1062399,1294261,18000.0,17.27,62000.0,60 months,D,MORTGAGE,Verified,Default,debt_consolidation
1065572,1299469,24000.0,16.29,50964.0,36 months,D,RENT,Verified,Fully Paid,debt_consolidation
1065567,1299463,4475.0,15.27,43680.0,36 months,C,RENT,Not Verified,Fully Paid,credit_card
1065342,1299434,20000.0,14.65,56000.0,60 months,C,MORTGAGE,Verified,Current,credit_card
1065355,1299450,12000.0,12.42,50700.0,36 months,B,RENT,Source Verified,Fully Paid,credit_card
1058717,1290516,18000.0,17.58,60000.0,60 months,D,MORTGAGE,Verified,Fully Paid,debt_consolidation
1065348,1299443,5000.0,12.42,30000.0,36 months,B,RENT,Source Verified,Charged Off,debt_consolidation
890389,1107021,3000.0,6.03,50000.0,36 months,A,RENT,Not Verified,Fully Paid,other
1065142,1299224,25000.0,19.03,75000.0,60 months,E,RENT,Verified,Current,debt_consolidation
1065320,1299408,18000.0,19.03,90000.0,60 months,E,RENT,Source Verified,Current,credit_card
1065304,1299388,12000.0,9.91,55000.0,36 months,B,RENT,Not Verified,Charged Off,debt_consolidation
1065180,1299041,20000.0,15.27,50000.0,36 months,C,MORTGAGE,Verified,Fully Paid,other
1065298,1299382,10000.0,13.49,84000.0,36 months,C,RENT,Verified,Fully Paid,debt_consolidation
1064904,1298955,15000.0,12.42,155000.0,36 months,B,OWN,Verified,Fully Paid,debt_consolidation
1064696,1298728,12000.0,7.9,62000.0,36 months,A,MORTGAGE,Source Verified,Fully Paid,debt_consolidation
977277,1200058,20000.0,10.65,175000.0,60 months,B,MORTGAGE,Verified,Current,debt_consolidation
1065260,1299343,6300.0,11.71,30000.0,36 months,B,RENT,Not Verified,Fully Paid,credit_card
1059734,1291550,20000.0,16.77,50000.0,60 months,D,RENT,Verified,Current,credit_card
1065110,1299187,35000.0,17.27,208000.0,60 months,D,MORTGAGE,Source Verified,Fully Paid,debt_consolidation
1047987,1279118,8250.0,15.96,35004.0,60 months,C,MORTGAGE,Verified,Fully Paid,home_improvement
1065104,1299181,20000.0,12.69,85000.0,60 months,B,OWN,Source Verified,Current,home_improvement
1065103,1299180,10000.0,11.71,32000.0,36 months,B,RENT,Not Verified,Charged Off,credit_card
1065254,1299335,24000.0,8.9,116400.0,36 months,A,MORTGAGE,Verified,Charged Off,car
1064873,1298920,14400.0,12.69,40000.0,36 months,B,MORTGAGE,Not Verified,Fully Paid,debt_consolidation
1065244,1299321,6000.0,14.65,34000.0,36 months,C,RENT,Not Verified,Fully Paid,credit_card
1064969,1298813,22000.0,15.96,73000.0,36 months,C,MORTGAGE,Verified,Fully Paid,debt_consolidation
1059620,1291228,12000.0,11.71,57200.0,36 months,B,RENT,Source Verified,Charged Off,debt_consolidation
1032978,1262529,16000.0,16.77,114000.0,36 months,D,MORTGAGE,Source Verified,Fully Paid,debt_consolidation
1065234,1299108,10000.0,10.65,90000.0,36 months,B,MORTGAGE,Not Verified,Fully Paid,debt_consolidation
1064958,1299015,16000.0,19.03,54000.0,60 months,E,MORTGAGE,Source Verified,Current,home_improvement
1065196,1299063,10000.0,12.69,35000.0,36 months,B,RENT,Source Verified,Charged Off,debt_consolidation
1065199,1299065,3500.0,13.49,56000.0,36 months,C,RENT,Not Verified,Fully Paid,debt_consolidation
1065195,1299060,9600.0,9.91,35000.0,36 months,B,RENT,Not Verified,Fully Paid,debt_consolidation
1065020,1298873,9875.0,7.9,40000.0,36 months,A,MORTGAGE,Source Verified,Fully Paid,debt_consolidation
1065016,1298869,21500.0,17.58,59000.0,60 months,D,OWN,Verified,Fully Paid,debt_consolidation
1064924,1298975,4800.0,7.9,48000.0,36 months,A,RENT,Source Verified,Fully Paid,debt_consolidation
1064940,1298993,7800.0,6.03,85000.0,36 months,A,OWN,Not Verified,Fully Paid,major_purchase
1064932,1298984,20000.0,14.27,70000.0,36 months,C,MORTGAGE,Verified,Fully Paid,credit_card
1062248,1294105,9750.0,7.51,35000.0,36 months,A,RENT,Not Verified,Charged Off,debt_consolidation
1064985,1298830,18000.0,15.96,91000.0,60 months,C,MORTGAGE,Verified,Fully Paid,credit_card
1064926,1298978,5000.0,6.03,30000.0,36 months,A,MORTGAGE,Not Verified,Fully Paid,other
1064908,1298959,9000.0,14.65,45000.0,36 months,C,RENT,Source Verified,Fully Paid,debt_consolidation
1059118,1290932,7200.0,7.9,55000.0,36 months,A,RENT,Not Verified,Fully Paid,debt_consolidation
1064897,1298948,3000.0,19.03,53004.0,60 months,E,RENT,Source Verified,Current,other
1064754,1298795,25000.0,19.42,60000.0,60 months,E,RENT,Verified,Charged Off,credit_card
1060082,1291917,25000.0,15.27,82000.0,36 months,C,OWN,Verified,Fully Paid,debt_consolidation
1064736,1298775,10000.0,15.96,53000.0,36 months,C,RENT,Verified,Fully Paid,debt_consolidation
1064727,1298762,8875.0,12.69,35360.0,36 months,B,MORTGAGE,Verified,Charged Off,debt_consolidation
1042668,1272939,15550.0,11.71,54000.0,36 months,B,RENT,Verified,Fully Paid,debt_consolidation
1064862,1298709,17000.0,15.27,65000.0,60 months,C,RENT,Not Verified,Current,debt_consolidation
1064711,1298745,7500.0,12.69,65000.0,36 months,B,RENT,Not Verified,Fully Paid,credit_card
1032875,1262430,8875.0,8.9,28800.0,36 months,A,OWN,Not Verified,Fully Paid,debt_consolidation
1064830,1298673,4500.0,17.27,42000.0,36 months,D,RENT,Not Verified,Fully Paid,credit_card
1064681,1298511,5800.0,12.42,36000.0,36 months,B,RENT,Not Verified,Fully Paid,debt_consolidation
1064383,1298181,10000.0,11.71,40000.0,36 months,B,RENT,Not Verified,Fully Paid,debt_consolidation
1064675,1298502,10000.0,9.91,50000.0,36 months,B,RENT,Not Verified,Fully Paid,credit_card
1064666,1298492,14000.0,11.71,52000.0,36 months,B,RENT,Not Verified,Fully Paid,credit_card
1064639,1298460,25000.0,19.03,85000.0,60 months,E,MORTGAGE,Verified,Current,credit_card
1064636,1298456,12000.0,8.9,32000.0,36 months,A,RENT,Source Verified,Charged Off,debt_consolidation
1064805,1298641,24000.0,7.9,75000.0,36 months,A,OWN,Verified,Fully Paid,debt_consolidation
1064635,1298453,14000.0,14.27,80000.0,36 months,C,RENT,Not Verified,Fully Paid,credit_card
1064793,1298624,12000.0,8.9,40246.0,36 months,A,MORTGAGE,Verified,Fully Paid,credit_card
1056865,1288419,15000.0,12.69,30000.0,60 months,B,OWN,Verified,Charged Off,debt_consolidation
1064783,1298613,8050.0,12.69,36000.0,36 months,B,RENT,Source Verified,Charged Off,debt_consolidation
1064623,1298440,5600.0,10.65,60000.0,36 months,B,RENT,Not Verified,Fully Paid,debt_consolidation
1064792,1298623,7500.0,9.91,31200.0,36 months,B,RENT,Not Verified,Fully Paid,credit_card
1062701,1294981,7000.0,11.71,90000.0,36 months,B,RENT,Verified,Fully Paid,credit_card
1064781,1298611,5400.0,7.9,40000.0,36 months,A,RENT,Not Verified,Fully Paid,debt_consolidation
1064774,1298604,16000.0,12.42,90000.0,36 months,B,RENT,Verified,Fully Paid,credit_card
1053765,1285367,35000.0,12.42,105000.0,60 months,B,MORTGAGE,Verified,Fully Paid,home_improvement
1064608,1298422,6000.0,7.9,30084.0,60 months,A,RENT,Verified,Charged Off,debt_consolidation
1064589,1298401,4125.0,12.69,36000.0,60 months,B,MORTGAGE,Not Verified,Current,car
1064558,1298584,9800.0,16.29,67000.0,36 months,D,RENT,Not Verified,Fully Paid,credit_card
1064585,1298397,15700.0,18.25,63000.0,60 months,D,MORTGAGE,Source Verified,Current,debt_consolidation
1064548,1298574,5000.0,6.62,276000.0,36 months,A,RENT,Source Verified,Fully Paid,debt_consolidation
1064462,1298274,9900.0,11.71,26400.0,36 months,B,RENT,Verified,Fully Paid,debt_consolidation
1064582,1298394,4000.0,11.71,24000.0,36 months,B,RENT,Source Verified,Fully Paid,home_improvement
1064579,1298391,15000.0,11.71,68400.0,36 months,B,MORTGAGE,Source Verified,Fully Paid,debt_consolidation
1046511,1277556,6250.0,15.96,29120.0,36 months,C,RENT,Not Verified,Fully Paid,debt_consolidation
1029191,1258545,6400.0,16.29,29120.0,36 months,D,RENT,Not Verified,Fully Paid,debt_consolidation
1064527,1298549,8850.0,13.49,89122.0,60 months,C,MORTGAGE,Source Verified,Fully Paid,major_purchase
1064567,1298378,12000.0,15.27,54000.0,36 months,C,MORTGAGE,Not Verified,Fully Paid,debt_consolidation
1064500,1298518,15000.0,8.9,30000.0,36 months,A,MORTGAGE,Verified,Fully Paid,debt_consolidation
1063899,1296478,6500.0,14.27,30000.0,36 months,C,MORTGAGE,Not Verified,Fully Paid,credit_card
1057598,1289361,8000.0,15.96,50000.0,36 months,C,RENT,Not Verified,Fully Paid,credit_card
1052002,1283533,30000.0,21.28,92000.0,60 months,F,MORTGAGE,Source Verified,Current,home_improvement
1064323,1298326,15000.0,14.65,100500.0,36 months,C,MORTGAGE,Source Verified,Fully Paid,credit_card
1064317,1298320,10200.0,14.27,40000.0,36 months,C,RENT,Not Verified,Fully Paid,debt_consolidation
1064471,1298287,9000.0,12.42,47000.0,36 months,B,MORTGAGE,Not Verified,Fully Paid,credit_card
1060374,1292126,6500.0,16.29,68000.0,36 months,D,MORTGAGE,Not Verified,Fully Paid,debt_consolidation
1064452,1298261,23000.0,21.28,95000.0,60 months,F,MORTGAGE,Verified,Fully Paid,debt_consolidation
1064453,1298262,2000.0,7.9,39600.0,36 months,A,RENT,Not Verified,Fully Paid,credit_card
1064284,1298080,8000.0,13.49,30000.0,36 months,C,OWN,Verified,Fully Paid,debt_consolidation
1063081,1295580,8875.0,7.51,30000.0,36 months,A,RENT,Verified,Fully Paid,debt_consolidation
1064251,1298041,1500.0,18.64,17000.0,36 months,E,RENT,Source Verified,Charged Off,other
1064407,1298209,8000.0,12.42,42000.0,36 months,B,RENT,Not Verified,Fully Paid,debt_consolidation
1035800,1265435,20000.0,14.65,75000.0,60 months,C,RENT,Verified,Charged Off,debt_consolidation
1063678,1296243,6500.0,11.71,42000.0,36 months,B,RENT,Not Verified,Fully Paid,credit_card
1059751,1291568,9600.0,13.49,27000.0,36 months,C,MORTGAGE,Source Verified,Fully Paid,debt_consolidation
1064386,1298184,25975.0,12.69,130000.0,60 months,B,MORTGAGE,Verified,Current,debt_consolidation
1055800,1287372,10000.0,7.9,46000.0,36 months,A,MORTGAGE,Not Verified,Fully Paid,home_improvement
1064221,1298006,15000.0,12.42,80000.0,36 months,B,MORTGAGE,Verified,Fully Paid,debt_consolidation
1064210,1297995,9000.0,6.62,45000.0,36 months,A,MORTGAGE,Not Verified,Fully Paid,debt_consolidation
1064209,1297994,10000.0,7.9,72500.0,36 months,A,RENT,Verified,Fully Paid,credit_card
1064366,1298164,1000.0,14.65,18408.0,36 months,C,RENT,Not Verified,Charged Off,major_purchase
1064216,1298000,14000.0,7.9,30000.0,36 months,A,RENT,Source Verified,Fully Paid,debt_consolidation
1064150,1298144,8500.0,14.27,50000.0,36 months,C,RENT,Source Verified,Charged Off,debt_consolidation
1056864,1288418,15000.0,19.03,75000.0,60 months,E,RENT,Source Verified,Fully Paid,debt_consolidation
1064146,1298139,4500.0,15.96,65000.0,36 months,C,MORTGAGE,Not Verified,Fully Paid,other
1064183,1297966,3000.0,7.51,65000.0,36 months,A,MORTGAGE,Not Verified,Fully Paid,major_purchase
1064185,1268159,10000.0,9.91,120000.0,36 months,B,MORTGAGE,Source Verified,Fully Paid,home_improvement
1064126,1298118,21250.0,16.77,42500.0,60 months,D,MORTGAGE,Verified,Fully Paid,debt_consolidation
1029473,1258841,33425.0,13.49,75000.0,60 months,C,MORTGAGE,Source Verified,Charged Off,debt_consolidation
1057239,1288798,35000.0,19.42,195000.0,60 months,E,RENT,Verified,Current,debt_consolidation
1064128,1298120,7200.0,15.27,54990.0,36 months,C,RENT,Verified,Fully Paid,debt_consolidation
1063949,1297930,18000.0,11.71,40000.0,60 months,B,RENT,Source Verified,Charged Off,debt_consolidation
1064166,1268179,23000.0,7.9,137000.0,36 months,A,MORTGAGE,Source Verified,Fully Paid,debt_consolidation
1064133,1298122,20000.0,16.77,60000.0,60 months,D,RENT,Verified,Charged Off,debt_consolidation
1064094,1296684,6000.0,17.58,30120.0,60 months,D,RENT,Not Verified,Current,debt_consolidation
1063505,1296072,7000.0,8.9,46000.0,36 months,A,RENT,Verified,Fully Paid,credit_card
1063528,1296094,21000.0,12.69,135000.0,36 months,B,MORTGAGE,Verified,Fully Paid,debt_consolidation
1063912,1296491,8250.0,7.51,31500.0,36 months,A,MORTGAGE,Verified,Fully Paid,debt_consolidation
1064082,1296671,13000.0,9.91,65000.0,36 months,B,RENT,Verified,Fully Paid,credit_card
1063892,1296470,18000.0,6.62,78000.0,36 months,A,MORTGAGE,Not Verified,Fully Paid,debt_consolidation
1064061,1296648,7200.0,6.03,60000.0,36 months,A,MORTGAGE,Not Verified,Fully Paid,other
1063876,1296451,16500.0,8.9,48000.0,36 months,A,RENT,Not Verified,Fully Paid,credit_card
1042841,1273136,8125.0,7.9,25000.0,36 months,A,RENT,Not Verified,Fully Paid,debt_consolidation
1063864,1296438,18800.0,7.51,82000.0,36 months,A,MORTGAGE,Verified,Fully Paid,debt_consolidation
1064051,1296635,26800.0,19.03,82000.0,36 months,E,MORTGAGE,Source Verified,Fully Paid,credit_card
1063847,1296419,19200.0,7.9,42000.0,36 months,A,MORTGAGE,Verified,Fully Paid,debt_consolidation
1062833,1294709,12875.0,17.58,27600.0,60 months,D,RENT,Verified,Fully Paid,debt_consolidation
1062032,1293876,4000.0,12.42,38000.0,36 months,B,MORTGAGE,Not Verified,Fully Paid,credit_card
1063843,1282549,4000.0,16.29,35000.0,36 months,D,RENT,Not Verified,Fully Paid,debt_consolidation
1063828,1296397,12000.0,9.91,33000.0,36 months,B,OWN,Not Verified,Fully Paid,credit_card
1064006,1296581,2625.0,11.71,52800.0,36 months,B,MORTGAGE,Not Verified,Fully Paid,medical
1063729,1296299,18000.0,13.49,40900.0,60 months,C,MORTGAGE,Verified,Current,debt_consolidation
1062625,1294499,7000.0,9.91,73882.0,36 months,B,RENT,Not Verified,Fully Paid,debt_consolidation
1062070,1294119,11300.0,12.69,36000.0,36 months,B,MORTGAGE,Not Verified,Fully Paid,credit_card
1063964,1296535,4000.0,9.91,130000.0,36 months,B,MORTGAGE,Source Verified,Fully Paid,debt_consolidation
1063804,1296372,8000.0,6.03,57200.0,36 months,A,MORTGAGE,Not Verified,Fully Paid,debt_consolidation
1063751,1296522,14400.0,18.25,51871.0,36 months,D,RENT,Verified,Charged Off,debt_consolidation
1063982,1296554,4375.0,12.42,15000.0,36 months,B,OWN,Verified,Fully Paid,debt_consolidation
1063972,1296543,4100.0,7.51,70197.0,36 months,A,MORTGAGE,Not Verified,Fully Paid,credit_card
1063785,1296352,6000.0,8.9,47000.0,36 months,A,RENT,Verified,Fully Paid,other
1063788,1296355,4200.0,17.27,43000.0,60 months,D,RENT,Source Verified,Charged Off,debt_consolidation
1063485,1296051,4000.0,6.62,120000.0,36 months,A,MORTGAGE,Source Verified,Fully Paid,home_improvement
1063781,1296348,3000.0,10.65,86004.0,36 months,B,MORTGAGE,Not Verified,Charged Off,other
1057766,1289131,5400.0,12.69,75000.0,36 months,B,MORTGAGE,Not Verified,Fully Paid,car
1063778,1296342,15000.0,16.29,110000.0,36 months,D,RENT,Verified,Charged Off,small_business
1062818,1294695,20000.0,18.64,80000.0,60 months,E,MORTGAGE,Source Verified,Fully Paid,debt_consolidation
1042037,1272109,10400.0,12.69,44000.0,36 months,B,RENT,Source Verified,Fully Paid,credit_card
1063518,1296086,4500.0,17.58,51600.0,60 months,D,MORTGAGE,Source Verified,Fully Paid,debt_consolidation
1063515,1296083,11500.0,12.42,38500.0,36 months,B,RENT,Source Verified,Fully Paid,credit_card
1063524,943135,10000.0,6.62,75000.0,36 months,A,RENT,Verified,Fully Paid,home_improvement
1063519,1296087,18225.0,13.49,37320.0,60 months,C,MORTGAGE,Verified,Fully Paid,debt_consolidation
1063521,1288586,3600.0,8.9,55000.0,36 months,A,RENT,Not Verified,Fully Paid,debt_consolidation
984879,1208718,18500.0,11.71,100000.0,60 months,B,RENT,Verified,Fully Paid,major_purchase
1063509,1296075,16800.0,18.25,70000.0,60 months,D,MORTGAGE,Verified,Fully Paid,credit_card
1063693,1296259,10000.0,17.27,68000.0,36 months,D,RENT,Not Verified,Charged Off,debt_consolidation
1063700,1296266,15000.0,18.25,66000.0,36 months,D,MORTGAGE,Not Verified,Fully Paid,debt_consolidation
1056934,1288490,8000.0,11.71,85000.0,36 months,B,RENT,Source Verified,Fully Paid,major_purchase
1063246,1295751,25000.0,16.77,83004.0,60 months,D,RENT,Verified,Fully Paid,debt_consolidation
1057424,1288982,16000.0,7.9,51000.0,36 months,A,RENT,Source Verified,Charged Off,debt_consolidation
1063680,1296245,8000.0,10.65,55000.0,36 months,B,RENT,Source Verified,Fully Paid,debt_consolidation
1063679,1296244,7200.0,7.51,47000.0,36 months,A,MORTGAGE,Source Verified,Fully Paid,debt_consolidation
1063034,1295527,12000.0,7.51,86000.0,36 months,A,RENT,Source Verified,Fully Paid,debt_consolidation
1063448,1296012,2200.0,15.27,48000.0,36 months,C,OWN,Not Verified,Charged Off,debt_consolidation
1063431,1295991,20000.0,12.69,49000.0,60 months,B,RENT,Verified,Current,other
1060804,1292769,28000.0,12.42,85000.0,60 months,B,MORTGAGE,Source Verified,Fully Paid,debt_consolidation
1027771,1257143,6000.0,7.51,50000.0,36 months,A,MORTGAGE,Verified,Fully Paid,debt_consolidation
1063653,1296216,25000.0,19.42,105000.0,60 months,E,RENT,Verified,Current,credit_card
1063421,1295979,8000.0,8.9,51204.0,60 months,A,RENT,Not Verified,Charged Off,debt_consolidation
1062855,1295334,14400.0,15.27,42996.0,36 months,C,RENT,Not Verified,Fully Paid,debt_consolidation
1062490,1294556,20000.0,19.03,60000.0,60 months,E,RENT,Verified,Fully Paid,credit_card
1063626,1296185,25000.0,14.27,85000.0,60 months,C,MORTGAGE,Verified,Current,debt_consolidation
1063407,1295960,14050.0,8.9,120000.0,36 months,A,MORTGAGE,Verified,Fully Paid,major_purchase
1063609,1296167,6000.0,13.49,62691.0,36 months,C,OWN,Not Verified,Fully Paid,major_purchase
1063602,1296158,16100.0,11.71,36000.0,60 months,B,MORTGAGE,Verified,Current,debt_consolidation
1063393,1295948,35000.0,20.3,85000.0,60 months,E,OWN,Verified,Charged Off,debt_consolidation
